event_id,place_id,title,start_date,end_date,source_url,raw_description,ai_tags
168,65,대학로 주말 나들이 & 핫플 탐방,2026-07-26,2026-08-31,https://data.seoul.go.kr,서울시 실시간 인구 데이터 연동 명소. 현재 혼잡도: ,family:0.8;couple:0.9;single:0.8;복합문화공간;실시간명소
169,66,이대·신촌 주말 나들이 & 핫플 탐방,2026-07-26,2026-08-31,https://data.seoul.go.kr,서울시 실시간 인구 데이터 연동 명소. 현재 혼잡도: ,family:0.8;couple:0.9;single:0.8;카페/식음;실시간명소
170,67,건대입구 주말 나들이 & 핫플 탐방,2026-07-26,2026-08-31,https://data.seoul.go.kr,서울시 실시간 인구 데이터 연동 명소. 현재 혼잡도: ,family:0.8;couple:0.9;single:0.8;카페/식음;실시간명소
171,68,용리단길 주말 나들이 & 핫플 탐방,2026-07-26,2026-08-31,https://data.seoul.go.kr,서울시 실시간 인구 데이터 연동 명소. 현재 혼잡도: 보통,family:0.8;couple:0.9;single:0.8;카페/식음;실시간명소
172,69,문래창작촌 주말 나들이 & 핫플 탐방,2026-07-26,2026-08-31,https://data.seoul.go.kr,서울시 실시간 인구 데이터 연동 명소. 현재 혼잡도: ,family:0.8;couple:0.9;single:0.8;복합문화공간;실시간명소
173,70,서촌 주말 나들이 & 핫플 탐방,2026-07-26,2026-08-31,https://data.seoul.go.kr,서울시 실시간 인구 데이터 연동 명소. 현재 혼잡도: 보통,family:0.8;couple:0.9;single:0.8;문화유산/역사;실시간명소
174,22,북촌한옥마을 주말 나들이 & 핫플 탐방,2026-07-26,2026-08-31,https://data.seoul.go.kr,서울시 실시간 인구 데이터 연동 명소. 현재 혼잡도: 약간 붐빔,family:0.8;couple:0.9;single:0.8;문화유산/역사;실시간명소
175,71,강남역 주말 나들이 & 핫플 탐방,2026-07-26,2026-08-31,https://data.seoul.go.kr,서울시 실시간 인구 데이터 연동 명소. 현재 혼잡도: 붐빔,family:0.8;couple:0.9;single:0.8;카페/식음;실시간명소
176,72,홍대입구역 주말 나들이 & 핫플 탐방,2026-07-26,2026-08-31,https://data.seoul.go.kr,서울시 실시간 인구 데이터 연동 명소. 현재 혼잡도: ,family:0.8;couple:0.9;single:0.8;복합문화공간;실시간명소
177,73,샤로수길 주말 나들이 & 핫플 탐방,2026-07-26,2026-08-31,https://data.seoul.go.kr,서울시 실시간 인구 데이터 연동 명소. 현재 혼잡도: ,family:0.8;couple:0.9;single:0.8;카페/식음;실시간명소
178,44,N서울타워 주말 나들이 & 핫플 탐방,2026-07-26,2026-08-31,https://data.seoul.go.kr,서울시 실시간 인구 데이터 연동 명소. 현재 혼잡도: ,family:0.8;couple:0.9;single:0.8;공원/야외;실시간명소
179,74,경기도 아이사랑 영유아 오감발달 체험전,2026-08-01,2026-08-31,https://childcare.gg.go.kr,[경기도육아종합지원센터] 영유아와 부모가 함께하는 오감 감각 놀이 및 흙체험/물놀이 부스 | 대상: 0~5세 영유아 | 관람료: 무료 (사전예약),family:1.0;baby:1.0;영유아;무료체험;아기랑
180,75,성남시 야외 어린이 물놀이장 & 여름 맘스 힐링 축제,2026-07-25,2026-08-25,https://www.seongnam.go.kr,[성남시청 공공예약] 성남시 주관 유아 전용 얕은 수심 물놀이장 및 쉼터 테라스 | 대상: 영유아 및 초등 저학년 | 관람료: 무료,family:1.0;baby:0.9;여름피서지;물놀이;성남
181,74,캐치! 티니핑 매직쇼 뮤지컬 - 경기아트센터 공연,2026-08-08,2026-08-10,https://www.ticketlink.co.kr,"[티켓링크 / 인터파크] 아이들이 좋아하는 인기 애니메이션 티니핑 캐릭터 라이브 뮤지컬 | 대상: 2~7세 아동 | 관람료: 33,000원 ~ 66,000원",family:1.0;baby:0.9;티니핑;어린이뮤지컬;인기
182,76,모여라 띵동댕 번개맨 파워점프 Live - 용인포은아트홀,2026-08-15,2026-08-16,https://ticket.interpark.com,"[인터파크 티켓] EBS 인기 캐릭터 번개맨과 함께하는 어린이 참여형 뮤지컬 | 대상: 3세 이상 | 관람료: 40,000원 ~ 55,000원",family:1.0;baby:0.8;번개맨;어린이공연;용인
183,76,고양시 킨텍스 상상체험 키즈월드 여름 특별전,2026-07-15,2026-08-30,https://www.ticketlink.co.kr,"[티켓링크] 실내 초대형 에어바운스, 썰매, 보트체험 등 실내 대형 어린이 놀이동산 | 대상: 영유아~초등 | 관람료: 22,000원",family:1.0;baby:0.8;킨텍스;키즈월드;실내놀이터
184,76,화성시 뽀로로파크 & 아동 동화 체험존 Festival,2026-08-01,2026-08-15,https://www.hscity.go.kr,[화성시 시청 공지] 동탄 호수공원에서 만나는 뽀로로 야외 포토존 및 어린이 인형극 | 대상: 1~5세 영유아 | 관람료: 무료,family:1.0;baby:1.0;뽀로로;동탄호수공원;무료행사
185,75,2026 썸머 크래프트 썸머 파크 콘서트 - 성남아트센터,2026-08-07,2026-08-09,https://www.ticketlink.co.kr,"[티켓링크] 국내 최정상 오케스트라와 팝페라가 함께하는 여름밤 야외 음악회 | 대상: 전연령 / 커플 / 가족 | 관람료: 55,000원 ~ 110,000원",couple:1.0;single:0.8;family:0.7;콘서트;음악회;성남아트센터
186,76,빛의 시어터: 몰입형 미디어아트 특별전 '반 고흐 & 르누아르',2026-06-01,2026-10-31,https://ticket.interpark.com,"[인터파크 티켓] 웅장한 대형 스크린과 음악이 선사하는 명화 속 몰입형 미디어아트 전시 | 대상: 전연령 | 관람료: 29,000원",couple:1.0;single:0.9;family:0.8;미디어아트;전시;데이트
187,74,지브리 애니메이션 캔들라이트 콘서트 - 수원 SK아트리움,2026-08-20,2026-08-21,https://ticket.interpark.com,"[인터파크 티켓 / 티켓링크] 수천 개의 촛불 속에서 연주되는 하울의 움직이는 성, 토토로 OST 현악 4중주 | 대상: 초등 이상 / 커플 / 싱글 | 관람료: 65,000원 ~ 85,000원",couple:1.0;single:1.0;family:0.7;캔들라이트;지브리;음악회
188,76,경기도 미술관 2026 현대 미술 특별전 '감각의 숲',2026-07-01,2026-09-30,https://gmoma.ggcf.kr,"[경기도미술관 예매] 자연과 인간의 조화를 다룬 감각적인 현대 미술 및 다채로운 설치 미술전 | 대상: 전연령 | 관람료: 4,000원 (도민 할인가)",single:1.0;couple:0.9;family:0.8;경기도미술관;현대미술;전시
189,76,2026 부천 파크 썸머 페스티벌 & 락 콘서트,2026-08-14,2026-08-15,https://www.bcf.or.kr,[부천시 문화재단] 인디 밴드 및 유명 록 아티스트들이 펼치는 시원한 여름 야외 락 페스티벌 | 대상: 15세 이상 / 싱글 / 커플 | 관람료: 무료,single:1.0;couple:0.9;콘서트;부천;페스티벌;무료
190,28,"2026 성시경 with friends ［자,오늘은］",2026-09-05,2026-09-06,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26010248,[인터파크 예매 랭킹 1위] 콘서트/페스티벌 | 관람료: 11 | 예매율: 20.1%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
191,28,2026 임영웅 콘서트 ［IM HERO - THE STADIUM 2］,2026-09-04,2026-09-06,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26009868,[인터파크 예매 랭킹 2위] 콘서트/페스티벌 | 관람료: 10 | 예매율: 6.8%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
192,28,싸이흠뻑쇼 SUMMERSWAG2026 - 대전,2026-08-22,2026-08-23,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26007850,[인터파크 예매 랭킹 3위] 콘서트/페스티벌 | 관람료: 10 | 예매율: 5.1%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
193,28,Stray Kids World Tour 〈RUN IT SEOUL〉,2026-07-25,2026-08-02,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26008422,[인터파크 예매 랭킹 4위] 콘서트/페스티벌 | 관람료: 10 | 예매율: 4.9%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
194,28,싸이흠뻑쇼 SUMMERSWAG2026 - 부산,2026-08-15,2026-08-16,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26007845,[인터파크 예매 랭킹 5위] 콘서트/페스티벌 | 관람료: 10 | 예매율: 3.6%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
195,28,2026 인천펜타포트 락 페스티벌 with KB국민카드,2026-07-31,2026-08-02,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26006159,[인터파크 예매 랭킹 6위] 콘서트/페스티벌 | 관람료: 9 | 예매율: 3%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
196,28,2026 Asia Top Artist Festival,2026-09-19,2026-09-20,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26009383,[인터파크 예매 랭킹 7위] 콘서트/페스티벌 | 관람료: 9 | 예매율: 2.1%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
197,28,싸이흠뻑쇼 SUMMERSWAG2026 - 광주,2026-08-08,2026-08-08,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26007870,[인터파크 예매 랭킹 8위] 콘서트/페스티벌 | 관람료: 9 | 예매율: 1.9%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
198,28,BOYNEXTDOOR TOUR ‘KNOCK ON Vol.2’ IN BUSAN,2026-07-31,2026-08-02,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26008566,[인터파크 예매 랭킹 9위] 콘서트/페스티벌 | 관람료: 9 | 예매율: 1.9%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
199,55,그랜드 민트 페스티벌 2026,2026-10-17,2026-10-18,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26010721,[인터파크 예매 랭킹 10위] 콘서트/페스티벌 | 관람료: 9 | 예매율: 1.5%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
200,28,찰리 푸스 내한공연,2026-10-11,2026-10-11,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26005759,[인터파크 예매 랭킹 11위] 콘서트/페스티벌 | 관람료: 9 | 예매율: 1.5%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
201,28,옥토버페스트 서울 2026 일반석,2026-09-12,2026-09-21,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26010333,[인터파크 예매 랭킹 11위] 콘서트/페스티벌 | 관람료: 5 | 예매율: 1.5%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
202,28,싸이흠뻑쇼 SUMMERSWAG2026 - 수원,2026-08-01,2026-08-02,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26007849,[인터파크 예매 랭킹 13위] 콘서트/페스티벌 | 관람료: 9 | 예매율: 1.4%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
203,55,2026 izna Concert Tour: WHO DAT GIRL？in SEOUL,2026-09-19,2026-09-20,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26010264,[인터파크 예매 랭킹 13위] 콘서트/페스티벌 | 관람료: 9 | 예매율: 1.4%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
204,28,2026 무명전설 전국투어 콘서트 - 부천,2026-09-05,2026-09-05,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26007444,[인터파크 예매 랭킹 15위] 콘서트/페스티벌 | 관람료: 9 | 예매율: 1.4%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
205,4,2026 SEO EUNKWANG 〈REC : Feel Alive〉,2026-07-26,2026-07-26,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26010347,[인터파크 예매 랭킹 16위] 콘서트/페스티벌 | 관람료: 3 | 예매율: 1.3%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
206,28,Young K Solo Tour 〈YOUNGEST〉 in INCHEON,2026-08-14,2026-08-16,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26009887,[인터파크 예매 랭킹 17위] 콘서트/페스티벌 | 관람료: 8 | 예매율: 1.2%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
207,28,2026 PLAVE World Tour ［KEEP IT MANIC］ in Incheon,2026-09-12,2026-09-13,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26008189,[인터파크 예매 랭킹 18위] 콘서트/페스티벌 | 관람료: 8 | 예매율: 1.2%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
208,55,쏜애플 콘서트 ‘나의 세기’ - 서울,2026-08-15,2026-08-16,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26008537,[인터파크 예매 랭킹 19위] 콘서트/페스티벌 | 관람료: 8 | 예매율: 1.2%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
209,28,벤슨 분 내한공연,2026-10-26,2026-10-26,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26010154,[인터파크 예매 랭킹 20위] 콘서트/페스티벌 | 관람료: 8 | 예매율: 1.1%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
210,28,［데뷔 60주년 기념공연］ 2026 남진 전국투어 콘서트 - 예산,2026-09-05,2026-09-05,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26010407,[인터파크 예매 랭킹 20위] 콘서트/페스티벌 | 관람료: 8 | 예매율: 1.1%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
211,28,MADLY MEDLEY 2026,2026-09-05,2026-09-06,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26009656,[인터파크 예매 랭킹 22위] 콘서트/페스티벌 | 관람료: 8 | 예매율: 1%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
212,28,2026 HAHA FAN CONCERT - 부산,2026-08-22,2026-08-22,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26009186,[인터파크 예매 랭킹 22위] 콘서트/페스티벌 | 관람료: 7 | 예매율: 1%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
213,28,ENHYPEN WORLD TOUR ‘BLOOD SAGA’ IN BUSAN,2026-08-08,2026-08-09,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26009346,[인터파크 예매 랭킹 24위] 콘서트/페스티벌 | 관람료: 8 | 예매율: 1%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
214,28,혜은이 ＇26 썸머파티,2026-07-04,2026-08-02,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26007209,[인터파크 예매 랭킹 25위] 콘서트/페스티벌 | 관람료: 6 | 예매율: 0.9%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
215,28,"ano LIVE in SEOUL, KOREA 2026",2026-10-17,2026-10-18,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26010474,[인터파크 예매 랭킹 26위] 콘서트/페스티벌 | 관람료: 8 | 예매율: 0.9%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
216,28,〈2026 G2A〉 in KINTEX,2026-10-09,2026-10-09,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26007354,[인터파크 예매 랭킹 27위] 콘서트/페스티벌 | 관람료: 6 | 예매율: 0.9%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
217,28,포스트 말론 내한공연,2026-10-02,2026-10-02,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26004944,[인터파크 예매 랭킹 28위] 콘서트/페스티벌 | 관람료: 8 | 예매율: 0.8%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
218,28,CLICK-B RE:CLICK (한여름밤의 꿈 VOL.2),2026-08-08,2026-08-09,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26008194,[인터파크 예매 랭킹 28위] 콘서트/페스티벌 | 관람료: 8 | 예매율: 0.8%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
219,55,전유진 2nd Fan Concert ‘TWENTY-ONE’,2026-08-29,2026-08-30,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26010675,[인터파크 예매 랭킹 30위] 콘서트/페스티벌 | 관람료: 7 | 예매율: 0.8%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
220,28,2026 STAYC FAN CONCERT TOUR ［STAY CLOSER］,2026-08-22,2026-08-23,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26009546,[인터파크 예매 랭킹 30위] 콘서트/페스티벌 | 관람료: 7 | 예매율: 0.8%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
221,28,원소윤 스탠드업 코미디 ＇원 ＇,2026-08-08,2026-08-08,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26010693,[인터파크 예매 랭킹 30위] 콘서트/페스티벌 | 관람료: 4 | 예매율: 0.8%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
222,28,현대카드 슈퍼콘서트 28 위켄드(The Weeknd),2026-10-07,2026-10-08,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26006903,[인터파크 예매 랭킹 33위] 콘서트/페스티벌 | 관람료: 8 | 예매율: 0.7%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
223,28,〈현역가왕3〉 with 현역가왕 패밀리 페스티벌 - 부산,2026-08-15,2026-08-16,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26009797,[인터파크 예매 랭킹 33위] 콘서트/페스티벌 | 관람료: 7 | 예매율: 0.7%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
224,28,2026 지소쿠리클럽 단독 콘서트 : 와일드 오피스(Wild Office),2026-08-20,2026-08-23,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26010429,[인터파크 예매 랭킹 33위] 콘서트/페스티벌 | 관람료: 7 | 예매율: 0.7%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
225,28,2026 CassCool Festival,2026-08-22,2026-08-22,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26009526,[인터파크 예매 랭킹 33위] 콘서트/페스티벌 | 관람료: 6 | 예매율: 0.7%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
226,28,2026 무명전설 전국투어 콘서트 - 부산,2026-08-29,2026-08-29,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26006786,[인터파크 예매 랭킹 37위] 콘서트/페스티벌 | 관람료: 7 | 예매율: 0.7%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
227,28,2026 무명전설 전국투어 콘서트 - 광주,2026-08-22,2026-08-22,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26006811,[인터파크 예매 랭킹 38위] 콘서트/페스티벌 | 관람료: 7 | 예매율: 0.6%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
228,28,2026 무명전설 전국투어 콘서트 - 대전,2026-08-01,2026-08-01,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26006558,[인터파크 예매 랭킹 38위] 콘서트/페스티벌 | 관람료: 7 | 예매율: 0.6%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
229,28,2026 손태진 단독 콘서트 〈THE MAESTRO〉 - 수원,2026-08-22,2026-08-23,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26010100,[인터파크 예매 랭킹 40위] 콘서트/페스티벌 | 관람료: 7 | 예매율: 0.6%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
230,28,2026 2PM Concert “THE RETURN” in INCHEON,2026-08-08,2026-08-09,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26009235,[인터파크 예매 랭킹 41위] 콘서트/페스티벌 | 관람료: 7 | 예매율: 0.5%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
231,28,포르쉐 바이브 서울,2026-10-03,2026-10-04,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26010008,[인터파크 예매 랭킹 41위] 콘서트/페스티벌 | 관람료: 2 | 예매율: 0.5%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
232,28,Vaundy ASIA ARENA TOUR 2026 “HORO” IN SEOUL,2026-09-19,2026-09-20,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26003199,[인터파크 예매 랭킹 43위] 콘서트/페스티벌 | 관람료: 6 | 예매율: 0.5%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
233,28,［성남］ 2026 장윤정 라이브 콘서트 〈THE MASTER〉,2026-09-05,2026-09-05,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26009749,[인터파크 예매 랭킹 43위] 콘서트/페스티벌 | 관람료: 6 | 예매율: 0.5%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
234,28,짙은 : MINTPAPER 20th SPECIAL LIVE,2026-08-09,2026-08-09,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26009635,[인터파크 예매 랭킹 43위] 콘서트/페스티벌 | 관람료: 5 | 예매율: 0.5%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
235,28,STAGE CONCERT SERIES Ⅰ 〈프랑켄슈타인 : 더 뮤지컬 콘서트〉,2026-08-01,2026-08-02,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26008695,[인터파크 예매 랭킹 46위] 콘서트/페스티벌 | 관람료: 6 | 예매율: 0.4%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
236,28,2026 엠씨더맥스 이수 콘서트 ＇DSOTM＇,2026-08-29,2026-08-30,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26009013,[인터파크 예매 랭킹 47위] 콘서트/페스티벌 | 관람료: 6 | 예매율: 0.4%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
237,28,2026 무명전설 전국투어 콘서트 - 청주,2026-09-19,2026-09-19,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26007417,[인터파크 예매 랭킹 47위] 콘서트/페스티벌 | 관람료: 6 | 예매율: 0.4%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
238,28,재하 팬콘서트 〈재하가 장르다〉,2026-08-22,2026-08-22,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26010713,[인터파크 예매 랭킹 47위] 콘서트/페스티벌 | 관람료: 6 | 예매율: 0.4%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
239,28,FT 아일랜드 with 심포니,2026-08-15,2026-08-16,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26008226,[인터파크 예매 랭킹 50위] 콘서트/페스티벌 | 관람료: 6 | 예매율: 0.3%,family:0.5;couple:0.95;single:0.9;콘서트/페스티벌;인터파크실시간
240,28,뮤지컬 드라큘라 (Dracula：The Musical),2026-07-10,2026-10-18,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=L0000142,[인터파크 예매 랭킹 1위] 뮤지컬 | 관람료: 11 | 예매율: 24.5%,family:0.7;couple:0.95;single:0.6;뮤지컬;인터파크실시간
241,41,뮤지컬 〈베토벤〉,2026-06-09,2026-08-11,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=P0004669,[인터파크 예매 랭킹 2위] 뮤지컬 | 관람료: 10 | 예매율: 6.5%,family:0.7;couple:0.95;single:0.6;뮤지컬;인터파크실시간
242,28,뮤지컬 〈헬스키친〉 (Musical Hell’s Kitchen),2026-07-24,2026-11-08,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26007169,[인터파크 예매 랭킹 3위] 뮤지컬 | 관람료: 10 | 예매율: 6.2%,family:0.7;couple:0.95;single:0.6;뮤지컬;인터파크실시간
243,28,뮤지컬 〈그날들〉,2026-06-09,2026-08-23,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26005310,[인터파크 예매 랭킹 4위] 뮤지컬 | 관람료: 10 | 예매율: 5.1%,family:0.7;couple:0.95;single:0.6;뮤지컬;인터파크실시간
244,28,뮤지컬 〈유미의 세포들〉,2026-06-30,2026-08-23,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26006325,[인터파크 예매 랭킹 5위] 뮤지컬 | 관람료: 9 | 예매율: 3.7%,family:0.7;couple:0.95;single:0.6;뮤지컬;인터파크실시간
245,28,뮤지컬 〈엘리자벳〉,2026-08-16,2026-11-15,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26009314,[인터파크 예매 랭킹 6위] 뮤지컬 | 관람료: 9 | 예매율: 3.5%,family:0.7;couple:0.95;single:0.6;뮤지컬;인터파크실시간
246,28,뮤지컬 〈빨래〉 - 32차 프로덕션,2026-06-11,2027-02-21,https://tickets.interpark.com//ticket.interpark.com/Tiki/Main/TiKiGoodsinfo.asp?GoodsCode=26007159,[인터파크 예매 랭킹 7위] 뮤지컬 | 관람료: 8 | 예매율: 3.3%,family:0.7;couple:0.95;single:0.6;뮤지컬;인터파크실시간
