source_site,category,place_or_event_name,period,target_age,region,fee_info,description,booking_url,ai_tags,crawled_at,theme_tags,congestion_score,popularity_score
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,굿브랜딩북스,상시,성인 (개인 방문 적합),"(41946) 대구광역시 중구 달구벌대로447길 72-1 | 위도:35.86561079, 경도:128.6083915",무료입장 (도서 구매 별도),"[굿브랜딩북스] / 큐레이션 서점, 핸드드립 커피도 판매 / 운영정보: 평일개점마감시간 : 11:00~21:00토요일개점마감시간 : 11:00~21:00일요일개점마감시간 : 11:00~19:00, 휴무일 : 월요일 휴무: / 전화: 0534261765",https://map.naver.com/v5/search/%EA%B5%BF%EB%B8%8C%EB%9E%9C%EB%94%A9%EB%B6%81%EC%8A%A4,single:0.95;couple:0.4;family:0.3;독립서점;cafe:1.0,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,하얀정원,상시,성인 (개인 방문 적합),"(08740) 서울특별시 관악구 행운1길 40 1층 | 위도:37.48065273, 경도:126.9573874",무료입장 (도서 구매 별도),"[하얀정원] / 헌 책과 새 책, 예술을 사랑하는 사람들의 놀이공간이자 아지트 , 독립출판물 있음, 북토크 가능, 리뷰 있음 / 운영정보: 평일개점마감시간 : 14:00~21:00토요일개점마감시간 : 14:00~21:00, 휴무일 : 일~화요일 정기 휴무 / 전화: 01065550273",https://map.naver.com/v5/search/%ED%95%98%EC%96%80%EC%A0%95%EC%9B%90,single:0.95;couple:0.4;family:0.3;독립서점;indie_pub:1.0,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,회전문서재,상시,성인 (개인 방문 적합),"(08768) 서울특별시 관악구 조원로2길 55 1층 | 위도:37.4812602, 경도:126.9013739",무료입장 (도서 구매 별도),"[회전문서재] / 구로디지털단지역 느슨한 연대가 매력있는 서점' , 독립출판물 있음, 리뷰 있음 / 운영정보: 평일개점마감시간 : 15:30~20:00토요일개점마감시간 : 13:00~18:00, 휴무일 : 금요일, 일요일 휴무. 인스타그램 참조 / 전화: 050714557025",https://map.naver.com/v5/search/%ED%9A%8C%EC%A0%84%EB%AC%B8%EC%84%9C%EC%9E%AC,single:0.95;couple:0.4;family:0.3;독립서점;indie_pub:1.0,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,생산적헛소리,상시,성인 (개인 방문 적합),"(05009) 서울특별시 광진구 능동로19길 5 지하 | 위도:37.54688529, 경도:127.0734858",무료입장 (도서 구매 별도),"[생산적헛소리] / 모임과 인문/문화/예술 관련 프로그램을 만들어 운영 , 카페 있음, 독립출판물 있음, 리뷰 있음 / 운영정보: 평일개점마감시간 : 15:00~22:00토요일개점마감시간 : 13:00~19:00, 휴무일 : 일요일 / 전화: 01046752214",https://map.naver.com/v5/search/%EC%83%9D%EC%82%B0%EC%A0%81%ED%97%9B%EC%86%8C%EB%A6%AC,single:0.95;couple:0.4;family:0.3;독립서점;cafe:1.0;indie_pub:1.0,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,인공위성,상시,성인 (개인 방문 적합),"(08283) 서울특별시 구로구 구로중앙로27가길 32 1층 | 위도:37.497604, 경도:126.8864845",무료입장 (도서 구매 별도),"[인공위성] / 기부도서로 구성되는 질문서점 , 리뷰 있음 / 운영정보: 평일개점마감시간 : 12:00~21:00토요일개점마감시간 : 12:00~21:00일요일개점마감시간 : 12:00~21:00, 휴무일 : 월요일, 화요일 / 전화: 07046420255",https://map.naver.com/v5/search/%EC%9D%B8%EA%B3%B5%EC%9C%84%EC%84%B1,single:0.95;couple:0.4;family:0.3;독립서점,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,별별그림,상시,성인 (개인 방문 적합),"(03664) 서울특별시 서대문구 증가로6길 43 1층 102호 | 위도:37.57833013, 경도:126.9264653",무료입장 (도서 구매 별도),"[별별그림] / 그림책, 그림 관련 서점, 그림 그리는 서점 , 리뷰 있음 / 운영정보: 평일개점마감시간 : 12:00~20:00토요일개점마감시간 : 13:00~20:00, 휴무일 : 일요일 / 전화: 07041193654",https://map.naver.com/v5/search/%EB%B3%84%EB%B3%84%EA%B7%B8%EB%A6%BC,single:0.95;couple:0.4;family:0.3;독립서점,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,다독이는 책방,상시,성인 (개인 방문 적합),"(06725) 서울특별시 서초구 남부순환로333길 10 1층 | 위도:37.48316192, 경도:127.0204144",무료입장 (도서 구매 별도),"[다독이는 책방] / 카운셀링 책방. 예약제 , 카페 있음, 독립출판물 있음, 북토크 가능, 독서모임 가능 / 운영정보: 평일개점마감시간 : 08:00~15:00토요일개점마감시간 : 14:00~22:00 / 전화: 01072077839",https://map.naver.com/v5/search/%EB%8B%A4%EB%8F%85%EC%9D%B4%EB%8A%94%20%EC%B1%85%EB%B0%A9,single:0.95;couple:0.4;family:0.3;독립서점;cafe:1.0;indie_pub:1.0,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,올오어낫싱,상시,성인 (개인 방문 적합),"(08608) 서울특별시 금천구 시흥대로 315 금천롯데캐슬골드파크4차 마르쉐도르960동 2층 206호 | 위도:37.46106886, 경도:126.8972538",무료입장 (도서 구매 별도),"[올오어낫싱] / 독립출판물 외 기타 서적 다량의 책 취급 , 독립출판물 있음, 헌책방 있음, 리뷰 있음 / 운영정보: 평일개점마감시간 : 13:00~21:00토요일개점마감시간 : 13:00~21:00, 휴무일 : 일요일 / 전화: 028677595",https://map.naver.com/v5/search/%EC%98%AC%EC%98%A4%EC%96%B4%EB%82%AB%EC%8B%B1,single:0.95;couple:0.4;family:0.3;독립서점;indie_pub:1.0,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,책방 책읽는 정원,상시,성인 (개인 방문 적합),"(06783) 서울특별시 서초구 논현로7길 24 101호 | 위도:37.47275824, 경도:127.0479236",무료입장 (도서 구매 별도),"[책방 책읽는 정원] / 금요일 운영시간 주말과 같음. 다섯 명의 책방지기의 큐레이션 서점 , 카페 있음 / 운영정보: 평일개점마감시간 : 12:00~20:00토요일개점마감시간 : 12:00~18:00일요일개점마감시간 : 12:00~18:00, 휴무일 : 월요일, 화요일 / 전화: 0220570401",https://map.naver.com/v5/search/%EC%B1%85%EB%B0%A9%20%EC%B1%85%EC%9D%BD%EB%8A%94%20%EC%A0%95%EC%9B%90,single:0.95;couple:0.4;family:0.3;독립서점;cafe:1.0,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,책방오늘,상시,성인 (개인 방문 적합),"(06753) 서울특별시 서초구 바우뫼로 154 103호 | 위도:37.47708413, 경도:127.0372754",무료입장 (도서 구매 별도),"[책방오늘] / 인문서적, 예술서, 독립출판, 문학 , 독립출판물 있음, 북토크 가능, 독서모임 가능, 강연 가능 / 운영정보: 평일개점마감시간 : 12:00~20:00토요일개점마감시간 : 12:00~20:00일요일개점마감시간 : 12:00~20:00 / 전화: 025295055",https://map.naver.com/v5/search/%EC%B1%85%EB%B0%A9%EC%98%A4%EB%8A%98,single:0.95;couple:0.4;family:0.3;독립서점;indie_pub:1.0,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,개러지레옹스,상시,성인 (개인 방문 적합),"(06556) 서울특별시 서초구 방배중앙로 170 지하1층 | 위도:37.49428443, 경도:126.9863216",무료입장 (도서 구매 별도),"[개러지레옹스] / 프랑스서점 프랑스 전문 서점 , 독립출판물 있음, 북토크 가능, 강연 가능 / 운영정보: 평일개점마감시간 : 12:00~21:00토요일개점마감시간 : 13:00~21:00일요일개점마감시간 : 13:00~21:00, 휴무일 : 월요일 / 전화: 07041511110",https://map.naver.com/v5/search/%EA%B0%9C%EB%9F%AC%EC%A7%80%EB%A0%88%EC%98%B9%EC%8A%A4,single:0.95;couple:0.4;family:0.3;독립서점;indie_pub:1.0,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,믿음문고,상시,성인 (개인 방문 적합),"(06748) 서울특별시 서초구 양재천로 95-4 1F | 위도:37.47619074, 경도:127.0395945",무료입장 (도서 구매 별도),"[믿음문고] / 수요일 22시까지 영업. 신학 철학 심리학 문학 인문사회 과학 예술 서적 , 주차 가능, 화장실 남녀 구분, 독립출판물 있음, 독서모임 가능, 강연 가능, 리뷰 있음 / 운영정보: 평일개점마감시간 : 11:00~19:00토요일개점마감시간 : 11:00~19:00, 휴무일 : 일요일, 월요일 / 전화: 07077763384",https://map.naver.com/v5/search/%EB%AF%BF%EC%9D%8C%EB%AC%B8%EA%B3%A0,single:0.95;couple:0.4;family:0.3;독립서점;indie_pub:1.0,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,이나이테,상시,성인 (개인 방문 적합),"(06690) 서울특별시 서초구 효령로5길 26-4 1층 | 위도:37.47829563, 경도:126.9860847",무료입장 (도서 구매 별도),"[이나이테] / 도시를 잇는 골목서점 이나이테 , 주차 가능, 화장실 남녀 구분, 리뷰 있음 / 운영정보: 평일개점마감시간 : 10:00~22:00, 휴무일 : 금요일, 주말, 공휴일 / 전화: 025955158",https://map.naver.com/v5/search/%EC%9D%B4%EB%82%98%EC%9D%B4%ED%85%8C,single:0.95;couple:0.4;family:0.3;독립서점,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,프루스트의 서재,상시,성인 (개인 방문 적합),"(04728) 서울특별시 성동구 무수막길 56 1F | 위도:37.55124523, 경도:127.0219328",무료입장 (도서 구매 별도),"[프루스트의 서재] / 중고서점 , 독립출판물 있음, 독서모임 가능 / 운영정보: 평일개점마감시간 : 13:00~20:00토요일개점마감시간 : 13:00~20:00 / 전화: 01089882682",https://map.naver.com/v5/search/%ED%94%84%EB%A3%A8%EC%8A%A4%ED%8A%B8%EC%9D%98%20%EC%84%9C%EC%9E%AC,single:0.95;couple:0.4;family:0.3;독립서점;indie_pub:1.0,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,도도봉봉,상시,성인 (개인 방문 적합),"(01456) 서울특별시 도봉구 도봉로114길 57 1층 도도봉봉 | 위도:37.64770259, 경도:127.0375133",무료입장 (도서 구매 별도),"[도도봉봉] / 문학, 예술, 만화, 독립출판물 , 리뷰 있음 / 운영정보: 평일개점마감시간 : 15:30~20:30토요일개점마감시간 : 15:30~20:30, 휴무일 : 일요일, 월요일 / 전화: 01067703357",https://map.naver.com/v5/search/%EB%8F%84%EB%8F%84%EB%B4%89%EB%B4%89,single:0.95;couple:0.4;family:0.3;독립서점;indie_pub:1.0,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,영화책방 35mm,상시,성인 (개인 방문 적합),"(02529) 서울특별시 동대문구 답십리로63길 30 101호 | 위도:37.57385508, 경도:127.0686033",무료입장 (도서 구매 별도),"[영화책방 35mm] / 수요일 목요일 문의 후 방문. 영화를 테마로 하는 책방 , 독립출판물 있음 / 운영정보: 평일개점마감시간 : 12:00~20:00토요일개점마감시간 : 12:00~20:00일요일개점마감시간 : 12:00~20:00, 휴무일 : 월요일, 화요일 / 전화: 01059188068",https://map.naver.com/v5/search/%EC%98%81%ED%99%94%EC%B1%85%EB%B0%A9%2035mm,single:0.95;couple:0.4;family:0.3;독립서점;indie_pub:1.0,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,책방 오후 다섯시,상시,성인 (개인 방문 적합),"(02460) 서울특별시 동대문구 회기로26길 14 | 위도:37.59026161, 경도:127.0542982",무료입장 (도서 구매 별도),"[책방 오후 다섯시] / 카페 있음, 독립출판물 있음 / 전화: 정보없음",https://map.naver.com/v5/search/%EC%B1%85%EB%B0%A9%20%EC%98%A4%ED%9B%84%20%EB%8B%A4%EC%84%AF%EC%8B%9C,single:0.95;couple:0.4;family:0.3;독립서점;cafe:1.0;indie_pub:1.0,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,어나더더블유,상시,성인 (개인 방문 적합),"(07013) 서울특별시 동작구 사당로30길 42 | 위도:37.48308249, 경도:126.9808299",무료입장 (도서 구매 별도),"[어나더더블유] / 월요일 오후2시반 오픈, 금요일 오후 5시 마감. 당신의 이야기가 책이 되는 곳 / 운영정보: 평일개점마감시간 : 11:30~19:00, 휴무일 : 주말 / 전화: 01099329054",https://map.naver.com/v5/search/%EC%96%B4%EB%82%98%EB%8D%94%EB%8D%94%EB%B8%94%EC%9C%A0,single:0.95;couple:0.4;family:0.3;독립서점,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,ZEROHUNDRED,상시,성인 (개인 방문 적합),"(04007) 서울특별시 마포구 망원로2길 19 호강주택 상가 1층 3호 | 위도:37.55555102, 경도:126.9009083",무료입장 (도서 구매 별도),"[ZEROHUNDRED] / 인쇄출판물 위주로 소개하는 서점 , 주차 가능, 화장실 남녀 구분, 북토크 가능, 독서모임 가능, 강연 가능 / 전화: 01056511324",https://map.naver.com/v5/search/ZEROHUNDRED,single:0.95;couple:0.4;family:0.3;독립서점,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,piece,상시,성인 (개인 방문 적합),"(03973) 서울특별시 마포구 성미산로11길 63 | 위도:37.56342697, 경도:126.9156205",무료입장 (도서 구매 별도),"[piece] / 국내외 사진집과 오리지널 프린트 취급 , 카페 있음, 독서모임 가능 / 운영정보: 평일개점마감시간 : 13:00~20:00토요일개점마감시간 : 13:00~20:00일요일개점마감시간 : 13:00~20:00, 휴무일 : 목요일 / 전화: 01049174133",https://map.naver.com/v5/search/piece,single:0.95;couple:0.4;family:0.3;독립서점;cafe:1.0,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,서점 리스본,상시,성인 (개인 방문 적합),"(03979) 서울특별시 마포구 성미산로23길 60 | 위도:37.56608962, 경도:126.9200531",무료입장 (도서 구매 별도),"[서점 리스본] / 생일책, 비밀책 등 다양한 테마가 있는 서점 , 카페 있음, 독립출판물 있음 / 운영정보: 평일개점마감시간 : 13:00~20:00토요일개점마감시간 : 13:00~20:00일요일개점마감시간 : 13:00~20:00, 휴무일 : 월요일 / 전화: 01095482360",https://map.naver.com/v5/search/%EC%84%9C%EC%A0%90%20%EB%A6%AC%EC%8A%A4%EB%B3%B8,single:0.95;couple:0.4;family:0.3;독립서점;cafe:1.0;indie_pub:1.0,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,낫저스트북스,상시,성인 (개인 방문 적합),"(04779) 서울특별시 성동구 성수일로1길 10-1 1층 | 위도:37.54190854, 경도:127.047425",무료입장 (도서 구매 별도),"[낫저스트북스] / 월금토 1-9pm, 수목일 1-6pm 영업 책방지기가 선정한 책으로 구성 , 독립출판물 있음, 강연 가능 / 운영정보: 평일개점마감시간 : 13:00~21:00토요일개점마감시간 : 13:00~21:00일요일개점마감시간 : 13:00~18:00, 휴무일 : 화요일 / 전화: 07041122016",https://map.naver.com/v5/search/%EB%82%AB%EC%A0%80%EC%8A%A4%ED%8A%B8%EB%B6%81%EC%8A%A4,single:0.95;couple:0.4;family:0.3;독립서점;indie_pub:1.0,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,옥수서재,상시,성인 (개인 방문 적합),"(04735) 서울특별시 성동구 한림말1길 16-1 B1층 | 위도:37.54272406, 경도:127.0164052",무료입장 (도서 구매 별도),"[옥수서재] / 역사, 문학, 예술, 어린이 책들 그리고 커피와 차 / 운영정보: 평일개점마감시간 : 12:00~20:00토요일개점마감시간 : 12:00~18:00, 휴무일 : 일요일, 공휴일 / 전화: 01054733012",https://map.naver.com/v5/search/%EC%98%A5%EC%88%98%EC%84%9C%EC%9E%AC,single:0.95;couple:0.4;family:0.3;독립서점;cafe:1.0,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,책방 곱셈,상시,성인 (개인 방문 적합),"(03979) 서울특별시 마포구 성미산로29길 33 1층 | 위도:37.56533056, 경도:126.9217846",무료입장 (도서 구매 별도),"[책방 곱셈] / 출판관계자 및 디자이너 영감 도서 , 독립출판물 있음 / 운영정보: 평일개점마감시간 : 12:00~19:00토요일개점마감시간 : 12:00~20:00일요일개점마감시간 : 14:00~20:00, 휴무일 : 격주 일요일 / 전화: 023368063",https://map.naver.com/v5/search/%EC%B1%85%EB%B0%A9%20%EA%B3%B1%EC%85%88,single:0.95;couple:0.4;family:0.3;독립서점;indie_pub:1.0,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,구슬꿰는실,상시,성인 (개인 방문 적합),"(04074) 서울특별시 마포구 어울마당로2길 19 3층 | 위도:37.54610691, 경도:126.9203075",무료입장 (도서 구매 별도),"[구슬꿰는실] / 방문 전 운영 여부와 이용 가능 시간 확인 必. 사회복지 전문 서점 , 주차 가능, 화장실 남녀 구분, 리뷰 있음 / 전화: 0263687949",https://map.naver.com/v5/search/%EA%B5%AC%EC%8A%AC%EA%BF%B0%EB%8A%94%EC%8B%A4,single:0.95;couple:0.4;family:0.3;독립서점,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,아인서점,상시,성인 (개인 방문 적합),"(04025) 서울특별시 마포구 월드컵로3길 31-30 3층 | 위도:37.54990425, 경도:126.9109275",무료입장 (도서 구매 별도),"[아인서점] / 독립출판물 전문 서점 , 독립출판물 있음, 북토크 가능, 독서모임 가능, 강연 가능 / 운영정보: 평일개점마감시간 : 13:00~19:00토요일개점마감시간 : 13:00~19:00일요일개점마감시간 : 13:00~19:00 / 전화: 07086670033",https://map.naver.com/v5/search/%EC%95%84%EC%9D%B8%EC%84%9C%EC%A0%90,single:0.95;couple:0.4;family:0.3;독립서점;indie_pub:1.0,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,수수책방,상시,성인 (개인 방문 적합),"(04085) 서울특별시 마포구 토정로 8-7 1층 | 위도:37.54538004, 경도:126.9117968",무료입장 (도서 구매 별도),"[수수책방] / 책과 차. 전시회, 문화예술, 소모임 대관 등 , 주차 가능, 화장실 남녀 구분, 카페 있음, 독립출판물 있음, 북토크 가능, 독서모임 가능, 강연 가능 / 전화: 023363625",https://map.naver.com/v5/search/%EC%88%98%EC%88%98%EC%B1%85%EB%B0%A9,single:0.95;couple:0.4;family:0.3;독립서점;cafe:1.0;indie_pub:1.0,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,원애플어데이,상시,성인 (개인 방문 적합),"(02829) 서울특별시 성북구 동소문로29길 10 1층 | 위도:37.59636004, 경도:127.0202984",무료입장 (도서 구매 별도),"[원애플어데이] / 독립 서적물 및 출판. 맥주, 커피 , 카페 있음, 북토크 가능, 독서모임 가능, 강연 가능 / 운영정보: 평일개점마감시간 : 13:00~20:00토요일개점마감시간 : 13:00~20:00일요일개점마감시간 : 13:00~20:00, 휴무일 : 월요일, 화요일 / 전화: 01027592332",https://map.naver.com/v5/search/%EC%9B%90%EC%95%A0%ED%94%8C%EC%96%B4%EB%8D%B0%EC%9D%B4,single:0.95;couple:0.4;family:0.3;독립서점;cafe:1.0,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,일일문고,상시,성인 (개인 방문 적합),"(02725) 서울특별시 성북구 삼양로 27 1층 | 위도:37.60559337, 경도:127.0239644",무료입장 (도서 구매 별도),"[일일문고] / 독립출판물과 건축, 디자인 서적을 판매 / 운영정보: 평일개점마감시간 : 13:00~20:00토요일개점마감시간 : 13:00~20:00일요일개점마감시간 : 13:00~20:00, 휴무일 : 월요일 / 전화: 07077058209",https://map.naver.com/v5/search/%EC%9D%BC%EC%9D%BC%EB%AC%B8%EA%B3%A0,single:0.95;couple:0.4;family:0.3;독립서점;indie_pub:1.0,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,사적인서점,상시,성인 (개인 방문 적합),"(05510) 서울특별시 송파구 올림픽로 269 롯데캐슬골드 지하1층 교보잠실점 | 위도:37.51442767, 경도:127.1006116",무료입장 (도서 구매 별도),"[사적인서점] / 책처방, 맞춤책, 큐레이션서점 , 북토크 가능, 독서모임 가능, 강연 가능 / 운영정보: 평일개점마감시간 : 12:00~21:00토요일개점마감시간 : 12:00~21:00일요일개점마감시간 : 12:00~21:00휴무일개점마감시간 : 12:00~21:00, 휴무일 : 설날, 추석 당일 / 전화: 07041511001",https://map.naver.com/v5/search/%EC%82%AC%EC%A0%81%EC%9D%B8%EC%84%9C%EC%A0%90,single:0.95;couple:0.4;family:0.3;독립서점,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,플리커책방,상시,성인 (개인 방문 적합),"(55348) 전북 완주군 소양면 송광수만로 500 | 위도:35.9040036, 경도:127.2428363",무료입장 (도서 구매 별도),"[플리커책방] / 북토크가 가능한 독립서점 , 주차 가능, 북토크 가능, 리뷰 있음 / 운영정보: 평일개점마감시간 : 12:00~18:30토요일개점마감시간 : 12:00~18:30일요일개점마감시간 : 12:00~18:30, 휴무일 : 월, 화 휴무 / 전화: 050713496223",https://map.naver.com/v5/search/%ED%94%8C%EB%A6%AC%EC%BB%A4%EC%B1%85%EB%B0%A9,single:0.95;couple:0.4;family:0.3;독립서점,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,버틀러북스토어,상시,성인 (개인 방문 적합),"(54023) 전북 군산시 동국사길 4 | 위도:35.9839174, 경도:126.7082668",무료입장 (도서 구매 별도),"[버틀러북스토어] / 책과 커피, 고양이가 있는 독립서점 , 북토크 가능, 독서모임 가능, 리뷰 있음 / 전화: 01042055399",https://map.naver.com/v5/search/%EB%B2%84%ED%8B%80%EB%9F%AC%EB%B6%81%EC%8A%A4%ED%86%A0%EC%96%B4,single:0.95;couple:0.4;family:0.3;독립서점;cafe:1.0,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,하늘책방,상시,성인 (개인 방문 적합),"(54021) 전북 군산시 구영5길 100 | 위도:35.9883917, 경도:126.710323",무료입장 (도서 구매 별도),"[하늘책방] / 1층은 서점, 2,3층은 게스트하우스 , 주차 가능, 리뷰 있음 / 전화: 01046584678",https://map.naver.com/v5/search/%ED%95%98%EB%8A%98%EC%B1%85%EB%B0%A9,single:0.95;couple:0.4;family:0.3;독립서점,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,리루서점,상시,성인 (개인 방문 적합),"(54034) 전북 군산시 구암3.1로 116 (경암동) | 위도:35.9813487, 경도:126.7319049",무료입장 (도서 구매 별도),"[리루서점] / 군산 경암동 철길마을에 있는 작은 독립서점 , 리뷰 있음 / 운영정보: 평일개점마감시간 : 11:00~18:00토요일개점마감시간 : 11:00~18:00일요일개점마감시간 : 11:00~18:00, 휴무일 : 월요일 휴무 / 전화: 050713107091",https://map.naver.com/v5/search/%EB%A6%AC%EB%A3%A8%EC%84%9C%EC%A0%90,single:0.95;couple:0.4;family:0.3;독립서점,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,도보책방,상시,성인 (개인 방문 적합),"(55715) 전북 남원시 인월면 인월장터로 6 1층, 도보책방 | 위도:35.4603181, 경도:127.6019891",무료입장 (도서 구매 별도),"[도보책방] / 지리산을 가까이 둔 동네책방으로 지리산둘레길 3코스 시작점인 인월에 위치 , 리뷰 있음 / 운영정보: 평일개점마감시간 : 11:00~18:00토요일개점마감시간 : 11:00~18:00일요일개점마감시간 : 11:00~18:00, 휴무일 : 화요일 휴무 / 전화: 050713521426",https://map.naver.com/v5/search/%EB%8F%84%EB%B3%B4%EC%B1%85%EB%B0%A9,single:0.95;couple:0.4;family:0.3;독립서점,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,블루본즈 1호점,상시,성인 (개인 방문 적합),"(54647) 전북 익산시 동서로5길 116 2층 블루본즈 카페 | 위도:35.9600667, 경도:126.960232",무료입장 (도서 구매 별도),"[블루본즈 1호점] / 사색 할 수 있는공간 , 카페 있음, 독립출판물 있음, 독서모임 가능, 리뷰 있음 / 운영정보: 평일개점마감시간 : 12:00~21:00토요일개점마감시간 : 12:00~21:00일요일개점마감시간 : 12:00~21:00 / 전화: 01099308129",https://map.naver.com/v5/search/%EB%B8%94%EB%A3%A8%EB%B3%B8%EC%A6%88%201%ED%98%B8%EC%A0%90,single:0.95;couple:0.4;family:0.3;독립서점;cafe:1.0;indie_pub:1.0,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,작은새책방,상시,성인 (개인 방문 적합),"(56192) 전북 정읍시 학산로 51-1 | 위도:35.5622527, 경도:126.8703337",무료입장 (도서 구매 별도),"[작은새책방] / 주차 가능, 화장실 남녀 구분 / 운영정보: 평일개점마감시간 : 10:00~18:00토요일개점마감시간 : 10:00~18:00, 휴무일 : 일, 월 휴무 / 전화: 050713992351",https://map.naver.com/v5/search/%EC%9E%91%EC%9D%80%EC%83%88%EC%B1%85%EB%B0%A9,single:0.95;couple:0.4;family:0.3;독립서점,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
