source_site,category,place_or_event_name,period,target_age,region,fee_info,description,booking_url,ai_tags,crawled_at,theme_tags,congestion_score,popularity_score
네이버 지역검색 API | 서울 강남구,독립서점,여행책가방,상시,성인 (개인 방문 적합),"서울특별시 강남구 광평로51길 22 한아름상가 205호 | 좌표:1271039293,374892423",장소 문의 (전화/홈페이지 참조),"서울 강남구에 위치한 독립서점 관련 장소 [여행책가방] (쇼핑,유통>서점). 전화: 정보없음",https://blog.naver.com/hellotravelbook,"single:0.95;couple:0.4;family:0.3;쇼핑,유통>서점;독립서점",2026-08-23 19:43:15,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
네이버 지역검색 API | 서울 용산구,역사·문화,원광사,상시,성인 (개인 방문 적합),"서울특별시 용산구 한강대로40길 46 | 좌표:1269719500,375298907",장소 문의 (전화/홈페이지 참조),"서울 용산구에 위치한 사찰 관련 장소 [원광사] (불교>절,사찰). 전화: 정보없음",https://map.naver.com/v5/search/%EC%9B%90%EA%B4%91%EC%82%AC,"single:0.7;couple:0.4;family:0.3;불교>절,사찰;사찰",2026-08-23 19:43:15,culture:1.0;history:0.9;outdoor:0.7,2,70
네이버 지역검색 API | 서울 용산구,역사·문화,보광사,상시,성인 (개인 방문 적합),"서울특별시 용산구 장문로15나길 6 | 좌표:1269975000,375271833",장소 문의 (전화/홈페이지 참조),"서울 용산구에 위치한 사찰 관련 장소 [보광사] (불교>절,사찰). 전화: 정보없음",http://www.bogwangsa.or.kr/,"single:0.7;couple:0.4;family:0.3;불교>절,사찰;사찰",2026-08-23 19:43:15,culture:1.0;history:0.9;outdoor:0.7,2,70
네이버 지역검색 API | 서울 용산구,역사·문화,담마와나선원,상시,성인 (개인 방문 적합),"서울특별시 용산구 청파로47길 20-2 2층 | 좌표:1269693238,375449265",장소 문의 (전화/홈페이지 참조),"서울 용산구에 위치한 사찰 관련 장소 [담마와나선원] (불교>절,사찰). 전화: 정보없음",https://map.naver.com/v5/search/%EB%8B%B4%EB%A7%88%EC%99%80%EB%82%98%EC%84%A0%EC%9B%90,"single:0.7;couple:0.4;family:0.3;불교>절,사찰;사찰",2026-08-23 19:43:15,culture:1.0;history:0.9;outdoor:0.7,2,70
네이버 지역검색 API | 서울 용산구,역사·문화,묘법사,상시,성인 (개인 방문 적합),"서울특별시 용산구 원효로 113-5 | 좌표:1269557996,375331643",장소 문의 (전화/홈페이지 참조),"서울 용산구에 위치한 사찰 관련 장소 [묘법사] (불교>절,사찰). 전화: 정보없음",https://map.naver.com/v5/search/%EB%AC%98%EB%B2%95%EC%82%AC,"single:0.7;couple:0.4;family:0.3;불교>절,사찰;사찰",2026-08-23 19:43:15,culture:1.0;history:0.9;outdoor:0.7,2,70
네이버 지역검색 API | 서울 용산구,자연·공원,ESP,상시,성인 (개인 방문 적합),"서울특별시 용산구 신흥로20길 16 1층 | 좌표:1269847923,375464013",장소 문의 (전화/홈페이지 참조),서울 용산구에 위치한 둘레길 관련 장소 [ESP] (음식점>양식). 전화: 정보없음,https://app.catchtable.co.kr/ct/shop/esp?from=share&type=DINING,single:0.8;couple:0.4;family:0.3;음식점>양식;둘레길,2026-08-23 19:43:15,nature:1.0;outdoor:1.0;walk:1.0,2,70
네이버 지역검색 API | 서울 용산구,자연·공원,남산둘레길,상시,성인 (개인 방문 적합),"서울특별시 용산구 남산공원길 126 | 좌표:1269891937,375486852",장소 문의 (전화/홈페이지 참조),"서울 용산구에 위치한 둘레길 관련 장소 [남산둘레길] (여행,명소>도보코스). 전화: 정보없음",https://map.naver.com/v5/search/%EB%82%A8%EC%82%B0%EB%91%98%EB%A0%88%EA%B8%B8,"single:0.8;couple:0.4;family:0.3;여행,명소>도보코스;둘레길",2026-08-23 19:43:15,nature:1.0;outdoor:1.0;walk:1.0,2,70
네이버 지역검색 API | 서울 용산구,자연·공원,남산산채집,상시,성인 (개인 방문 적합),"서울특별시 중구 소파로 95 1층 | 좌표:1269853930,375567733",장소 문의 (전화/홈페이지 참조),서울 용산구에 위치한 둘레길 관련 장소 [남산산채집] (음식점>일식>돈가스). 전화: 정보없음,https://map.naver.com/v5/search/%EB%82%A8%EC%82%B0%EC%82%B0%EC%B1%84%EC%A7%91,single:0.8;couple:0.4;family:0.3;음식점>일식>돈가스;둘레길,2026-08-23 19:43:15,nature:1.0;outdoor:1.0;walk:1.0,2,70
네이버 지역검색 API | 서울 용산구,자연·공원,서울한양도성길3코스(남산구간)인증사진,상시,성인 (개인 방문 적합),"서울특별시 중구 예장동 | 좌표:1269875674,375518452",장소 문의 (전화/홈페이지 참조),"서울 용산구에 위치한 둘레길 관련 장소 [서울한양도성길3코스(남산구간)인증사진] (여행,명소>거리,골목). 전화: 정보없음",https://map.naver.com/v5/search/%EC%84%9C%EC%9A%B8%ED%95%9C%EC%96%91%EB%8F%84%EC%84%B1%EA%B8%B83%EC%BD%94%EC%8A%A4%28%EB%82%A8%EC%82%B0%EA%B5%AC%EA%B0%84%29%EC%9D%B8%EC%A6%9D%EC%82%AC%EC%A7%84,"single:0.8;couple:0.4;family:0.3;여행,명소>거리,골목;둘레길",2026-08-23 19:43:15,nature:1.0;outdoor:1.0;walk:1.0,2,70
네이버 지역검색 API | 서울 용산구,자연·공원,서울한양도성길3코스(남산구간)인증스탬프,상시,성인 (개인 방문 적합),"서울특별시 중구 남대문로5가 | 좌표:1269748940,375592133",장소 문의 (전화/홈페이지 참조),"서울 용산구에 위치한 둘레길 관련 장소 [서울한양도성길3코스(남산구간)인증스탬프] (여행,명소>거리,골목). 전화: 정보없음",https://map.naver.com/v5/search/%EC%84%9C%EC%9A%B8%ED%95%9C%EC%96%91%EB%8F%84%EC%84%B1%EA%B8%B83%EC%BD%94%EC%8A%A4%28%EB%82%A8%EC%82%B0%EA%B5%AC%EA%B0%84%29%EC%9D%B8%EC%A6%9D%EC%8A%A4%ED%83%AC%ED%94%84,"single:0.8;couple:0.4;family:0.3;여행,명소>거리,골목;둘레길",2026-08-23 19:43:15,nature:1.0;outdoor:1.0;walk:1.0,2,70
네이버 지역검색 API | 서울 용산구,자연·공원,한국숲정원,상시,성인 (개인 방문 적합),"서울특별시 용산구 | 좌표:1269955430,375427509",장소 문의 (전화/홈페이지 참조),"서울 용산구에 위치한 수목원 관련 장소 [한국숲정원] (여행,명소>식물원,수목원). 전화: 정보없음",https://map.naver.com/v5/search/%ED%95%9C%EA%B5%AD%EC%88%B2%EC%A0%95%EC%9B%90,"single:0.75;couple:0.4;family:0.3;여행,명소>식물원,수목원;수목원",2026-08-23 19:43:15,nature:1.0;outdoor:1.0;walk:0.8,2,70
네이버 지역검색 API | 서울 용산구,자연·공원,남산야외식물원,상시,성인 (개인 방문 적합),"서울특별시 용산구 | 좌표:1269954579,375427635",장소 문의 (전화/홈페이지 참조),"서울 용산구에 위치한 수목원 관련 장소 [남산야외식물원] (여행,명소>식물원,수목원). 전화: 정보없음",https://map.naver.com/v5/search/%EB%82%A8%EC%82%B0%EC%95%BC%EC%99%B8%EC%8B%9D%EB%AC%BC%EC%9B%90,"single:0.75;couple:0.4;family:0.3;여행,명소>식물원,수목원;수목원",2026-08-23 19:43:15,nature:1.0;outdoor:1.0;walk:0.8,2,70
네이버 지역검색 API | 서울 용산구,자연·공원,호네,상시,성인 (개인 방문 적합),"서울특별시 용산구 백범로77길 61 1층 | 좌표:1269664930,375407995",장소 문의 (전화/홈페이지 참조),"서울 용산구에 위치한 수목원 관련 장소 [호네] (여행,명소>식물원,수목원). 전화: 정보없음",https://map.naver.com/v5/search/%ED%98%B8%EB%84%A4,"single:0.75;couple:0.4;family:0.3;여행,명소>식물원,수목원;수목원",2026-08-23 19:43:15,nature:1.0;outdoor:1.0;walk:0.8,2,70
네이버 지역검색 API | 서울 용산구,자연·공원,종합행정타운힐링정원,상시,성인 (개인 방문 적합),"서울특별시 용산구 녹사평대로 150 용산구종합행정타운 | 좌표:1269903674,375323085",장소 문의 (전화/홈페이지 참조),"서울 용산구에 위치한 수목원 관련 장소 [종합행정타운힐링정원] (여행,명소>식물원,수목원). 전화: 정보없음",https://map.naver.com/v5/search/%EC%A2%85%ED%95%A9%ED%96%89%EC%A0%95%ED%83%80%EC%9A%B4%ED%9E%90%EB%A7%81%EC%A0%95%EC%9B%90,"single:0.75;couple:0.4;family:0.3;여행,명소>식물원,수목원;수목원",2026-08-23 19:43:15,nature:1.0;outdoor:1.0;walk:0.8,2,70
네이버 지역검색 API | 서울 성동구,독립서점,픽셀투페이퍼,상시,성인 (개인 방문 적합),"서울특별시 성동구 뚝섬로 392 2층 | 좌표:1270542059,375388813",장소 문의 (전화/홈페이지 참조),서울 성동구에 위치한 독립서점 관련 장소 [픽셀투페이퍼] (서점>독립서점). 전화: 정보없음,https://www.instagram.com/pixeltopaper.seoul,single:0.95;couple:0.4;family:0.3;서점>독립서점;독립서점,2026-08-23 19:43:15,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
네이버 지역검색 API | 서울 성동구,독립서점,프루스트의 서재,상시,성인 (개인 방문 적합),"서울특별시 성동구 무수막길 56 1F | 좌표:1270219456,375512363",장소 문의 (전화/홈페이지 참조),서울 성동구에 위치한 독립서점 관련 장소 [프루스트의 서재] (서점>독립서점). 전화: 정보없음,https://proustbook.com,single:0.95;couple:0.4;family:0.3;서점>독립서점;독립서점,2026-08-23 19:43:15,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
네이버 지역검색 API | 서울 성동구,독립서점,낫저스트북스,상시,성인 (개인 방문 적합),"서울특별시 성동구 서울숲길 44 3층 | 좌표:1270423383,375479157",장소 문의 (전화/홈페이지 참조),서울 성동구에 위치한 독립서점 관련 장소 [낫저스트북스] (서점>독립서점). 전화: 정보없음,https://map.naver.com/v5/search/%EB%82%AB%EC%A0%80%EC%8A%A4%ED%8A%B8%EB%B6%81%EC%8A%A4,single:0.95;couple:0.4;family:0.3;서점>독립서점;독립서점,2026-08-23 19:43:15,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
네이버 지역검색 API | 서울 성동구,독립서점,옥수서재,상시,성인 (개인 방문 적합),"서울특별시 성동구 한림말1길 16-1 B1층 | 좌표:1270164486,375427120",장소 문의 (전화/홈페이지 참조),서울 성동구에 위치한 독립서점 관련 장소 [옥수서재] (서점>독립서점). 전화: 정보없음,http://www.instagram.com/oksubook,single:0.95;couple:0.4;family:0.3;서점>독립서점;독립서점,2026-08-23 19:43:15,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
네이버 지역검색 API | 서울 성동구,독립서점,서울북카페 센버스,상시,성인 (개인 방문 적합),"서울특별시 성동구 아차산로13길 31 자원빌딩 2층 | 좌표:1270615463,375458066",장소 문의 (전화/홈페이지 참조),"서울 성동구에 위치한 북카페 관련 장소 [서울북카페 센버스] (카페,디저트>북카페). 전화: 정보없음",https://www.instagram.com/senvers_official/,"single:0.85;couple:0.4;family:0.3;카페,디저트>북카페;북카페",2026-08-23 19:43:15,bookstore:0.8;quiet:0.9;indoor:1.0,2,70
네이버 지역검색 API | 서울 성동구,독립서점,어바웃더챕터,상시,성인 (개인 방문 적합),"서울특별시 성동구 서울숲4길 20-1 지하1층 | 좌표:1270431851,375471190",장소 문의 (전화/홈페이지 참조),"서울 성동구에 위치한 북카페 관련 장소 [어바웃더챕터] (카페,디저트>북카페). 전화: 정보없음",https://www.instagram.com/about_the_chapter,"single:0.85;couple:0.4;family:0.3;카페,디저트>북카페;북카페",2026-08-23 19:43:15,bookstore:0.8;quiet:0.9;indoor:1.0,2,70
네이버 지역검색 API | 서울 성동구,독립서점,아무튼겨울,상시,성인 (개인 방문 적합),"서울특별시 성동구 성덕정1길 3 아무튼겨울 1~3F | 좌표:1270458951,375397270",장소 문의 (전화/홈페이지 참조),"서울 성동구에 위치한 북카페 관련 장소 [아무튼겨울] (카페,디저트>카페). 전화: 정보없음",https://www.instagram.com/anywaywinter8,"single:0.85;couple:0.4;family:0.3;카페,디저트>카페;북카페",2026-08-23 19:43:15,bookstore:0.8;quiet:0.9;indoor:1.0,2,70
네이버 지역검색 API | 서울 성동구,독립서점,카페마실,상시,성인 (개인 방문 적합),"서울특별시 성동구 왕십리로 410 센트라스상가 L동 3층 | 좌표:1270293108,375647933",장소 문의 (전화/홈페이지 참조),"서울 성동구에 위치한 북카페 관련 장소 [카페마실] (음식점>카페,디저트). 전화: 정보없음",https://map.naver.com/v5/search/%EC%B9%B4%ED%8E%98%EB%A7%88%EC%8B%A4,"single:0.85;couple:0.4;family:0.3;음식점>카페,디저트;북카페",2026-08-23 19:43:15,bookstore:0.8;quiet:0.9;indoor:1.0,2,70
네이버 지역검색 API | 서울 성동구,독립서점,이파리서재,상시,성인 (개인 방문 적합),"서울특별시 성동구 동일로 77 5층 (엘레베이터 없어요) | 좌표:1270623905,375398884",장소 문의 (전화/홈페이지 참조),"서울 성동구에 위치한 북카페 관련 장소 [이파리서재] (카페,디저트>북카페). 전화: 정보없음",https://blog.naver.com/ipary_bookcafe,"single:0.85;couple:0.4;family:0.3;카페,디저트>북카페;북카페",2026-08-23 19:43:15,bookstore:0.8;quiet:0.9;indoor:1.0,2,70
네이버 지역검색 API | 서울 성동구,조용한 힐링,랭스터디카페 한양대점,상시,성인 (개인 방문 적합),"서울특별시 성동구 왕십리로 235 제1호 3층 | 좌표:1270414062,375573295",장소 문의 (전화/홈페이지 참조),"서울 성동구에 위치한 스터디카페 관련 장소 [랭스터디카페 한양대점] (서비스,산업>장소대여). 전화: 정보없음",https://www.instagram.com/langstudy.cafe_hanyangdae?igsh=cnljc3o2aTdpMmNq,"single:0.9;couple:0.4;family:0.3;서비스,산업>장소대여;스터디카페",2026-08-23 19:43:15,healing:0.7;quiet:1.0;solo:1.0,2,70
네이버 지역검색 API | 서울 성동구,조용한 힐링,카공족 뚝섬점,상시,성인 (개인 방문 적합),"서울특별시 성동구 상원10길 4 2층 | 좌표:1270484087,375490105",장소 문의 (전화/홈페이지 참조),"서울 성동구에 위치한 스터디카페 관련 장소 [카공족 뚝섬점] (카페,디저트>스터디카페). 전화: 정보없음",https://www.instagram.com/cagongzok_official/,"single:0.9;couple:0.4;family:0.3;카페,디저트>스터디카페;스터디카페",2026-08-23 19:43:15,healing:0.7;quiet:1.0;solo:1.0,2,70
네이버 지역검색 API | 서울 성동구,조용한 힐링,카공족 신금호역점,상시,성인 (개인 방문 적합),"서울특별시 성동구 금호산길 67 금호빌딩 401호 | 좌표:1270195285,375543423",장소 문의 (전화/홈페이지 참조),"서울 성동구에 위치한 스터디카페 관련 장소 [카공족 신금호역점] (카페,디저트>스터디카페). 전화: 정보없음",http://pf.kakao.com/_kAPKX/chat,"single:0.9;couple:0.4;family:0.3;카페,디저트>스터디카페;스터디카페",2026-08-23 19:43:15,healing:0.7;quiet:1.0;solo:1.0,2,70
네이버 지역검색 API | 서울 성동구,조용한 힐링,망고스터디카페 상왕십리역점,상시,성인 (개인 방문 적합),"서울특별시 성동구 마장로 185 2층 망고스터디카페 | 좌표:1270304628,375669116",장소 문의 (전화/홈페이지 참조),"서울 성동구에 위치한 스터디카페 관련 장소 [망고스터디카페 상왕십리역점] (서비스,산업>장소대여). 전화: 정보없음",https://map.naver.com/v5/search/%EB%A7%9D%EA%B3%A0%EC%8A%A4%ED%84%B0%EB%94%94%EC%B9%B4%ED%8E%98%20%EC%83%81%EC%99%95%EC%8B%AD%EB%A6%AC%EC%97%AD%EC%A0%90,"single:0.9;couple:0.4;family:0.3;서비스,산업>장소대여;스터디카페",2026-08-23 19:43:15,healing:0.7;quiet:1.0;solo:1.0,2,70
네이버 지역검색 API | 서울 성동구,조용한 힐링,MOiM 스터디룸 왕십리점,상시,성인 (개인 방문 적합),"서울특별시 성동구 마조로5길 6 2층 | 좌표:1270404337,375601627",장소 문의 (전화/홈페이지 참조),서울 성동구에 위치한 스터디카페 관련 장소 [MOiM 스터디룸 왕십리점] (스터디카페). 전화: 정보없음,https://map.naver.com/v5/search/MOiM%20%EC%8A%A4%ED%84%B0%EB%94%94%EB%A3%B8%20%EC%99%95%EC%8B%AD%EB%A6%AC%EC%A0%90,single:0.9;couple:0.4;family:0.3;스터디카페;스터디카페,2026-08-23 19:43:15,healing:0.7;quiet:1.0;solo:1.0,2,70
네이버 지역검색 API | 서울 성동구,조용한 힐링,애프터 요가 필라테스 서울숲점,상시,성인 (개인 방문 적합),"서울특별시 성동구 왕십리로 50 지하1층 애프터 요가 서울숲점 | 좌표:1270451976,375416972",장소 문의 (전화/홈페이지 참조),서울 성동구에 위치한 요가원 관련 장소 [애프터 요가 필라테스 서울숲점] (스포츠시설>요가원). 전화: 정보없음,https://booking.naver.com/booking/13/bizes/586914,single:0.8;couple:0.4;family:0.3;스포츠시설>요가원;요가원,2026-08-23 19:43:15,healing:1.0;quiet:0.8;solo:0.9,2,70
네이버 지역검색 API | 서울 성동구,조용한 힐링,요가스토리 서울숲,상시,성인 (개인 방문 적합),"서울특별시 성동구 서울숲2길 28-12 2층 yogastory | 좌표:1270413942,375466229",장소 문의 (전화/홈페이지 참조),서울 성동구에 위치한 요가원 관련 장소 [요가스토리 서울숲] (스포츠시설>요가원). 전화: 정보없음,http://instagram.com/yogastory_official,single:0.8;couple:0.4;family:0.3;스포츠시설>요가원;요가원,2026-08-23 19:43:15,healing:1.0;quiet:0.8;solo:0.9,2,70
네이버 지역검색 API | 서울 성동구,조용한 힐링,요가웨이브,상시,성인 (개인 방문 적합),"서울특별시 성동구 뚝섬로7길 2 2,3F 요가웨이브 | 좌표:1270566786,375386375",장소 문의 (전화/홈페이지 참조),서울 성동구에 위치한 요가원 관련 장소 [요가웨이브] (스포츠시설>요가원). 전화: 정보없음,https://www.youtube.com/@yogawave6273,single:0.8;couple:0.4;family:0.3;스포츠시설>요가원;요가원,2026-08-23 19:43:15,healing:1.0;quiet:0.8;solo:0.9,2,70
네이버 지역검색 API | 서울 성동구,조용한 힐링,울루루요가 신금호점,상시,성인 (개인 방문 적합),"서울특별시 성동구 금호로 150-1 3층 | 좌표:1270204676,375544569",장소 문의 (전화/홈페이지 참조),서울 성동구에 위치한 요가원 관련 장소 [울루루요가 신금호점] (스포츠시설>요가원). 전화: 정보없음,http://pf.kakao.com/_xoAxodn,single:0.8;couple:0.4;family:0.3;스포츠시설>요가원;요가원,2026-08-23 19:43:15,healing:1.0;quiet:0.8;solo:0.9,2,70
네이버 지역검색 API | 서울 성동구,조용한 힐링,옥수동요가,상시,성인 (개인 방문 적합),"서울특별시 성동구 한림말길 6 2층 | 좌표:1270118064,375410367",장소 문의 (전화/홈페이지 참조),서울 성동구에 위치한 요가원 관련 장소 [옥수동요가] (스포츠시설>요가원). 전화: 정보없음,https://www.instagram.com/oksudong_yoga,single:0.8;couple:0.4;family:0.3;스포츠시설>요가원;요가원,2026-08-23 19:43:15,healing:1.0;quiet:0.8;solo:0.9,2,70
네이버 지역검색 API | 서울 성동구,조용한 힐링,한국 펠든크라이스 센터,상시,성인 (개인 방문 적합),"서울특별시 성동구 성수일로11길 11 경남빌딩 301호 | 좌표:1270501713,375492273",장소 문의 (전화/홈페이지 참조),"서울 성동구에 위치한 명상센터 관련 장소 [한국 펠든크라이스 센터] (스포츠,레크레이션교육>요가,명상). 전화: 정보없음",https://www.koreafeldenkrais.kr/,"single:0.85;couple:0.4;family:0.3;스포츠,레크레이션교육>요가,명상;명상센터",2026-08-23 19:43:15,healing:1.0;quiet:1.0;solo:1.0,2,70
네이버 지역검색 API | 서울 성동구,조용한 힐링,라리마힐링센터,상시,성인 (개인 방문 적합),"서울특별시 성동구 성수일로1길 11-9 서울숲오피스텔 504호 | 좌표:1270472516,375416593",장소 문의 (전화/홈페이지 참조),"서울 성동구에 위치한 명상센터 관련 장소 [라리마힐링센터] (스포츠,레크레이션교육>요가,명상). 전화: 정보없음",https://www.instagram.com/larimar_healing_center,"single:0.85;couple:0.4;family:0.3;스포츠,레크레이션교육>요가,명상;명상센터",2026-08-23 19:43:15,healing:1.0;quiet:1.0;solo:1.0,2,70
네이버 지역검색 API | 서울 성동구,조용한 힐링,파드메 스페이스,상시,성인 (개인 방문 적합),"서울특별시 성동구 한림말길 31 지하1층 B37호 | 좌표:1270146042,375410788",장소 문의 (전화/홈페이지 참조),"서울 성동구에 위치한 명상센터 관련 장소 [파드메 스페이스] (서비스,산업>장소대여). 전화: 정보없음",https://blog.naver.com/padmespace,"single:0.85;couple:0.4;family:0.3;서비스,산업>장소대여;명상센터",2026-08-23 19:43:15,healing:1.0;quiet:1.0;solo:1.0,2,70
네이버 지역검색 API | 서울 성동구,조용한 힐링,나무요가센터,상시,성인 (개인 방문 적합),"서울특별시 성동구 한림말길 31 삼성아파트상가 403호 | 좌표:1270145431,375411229",장소 문의 (전화/홈페이지 참조),"서울 성동구에 위치한 명상센터 관련 장소 [나무요가센터] (스포츠,레크레이션교육>요가,명상). 전화: 정보없음",https://www.instagram.com/namu_yoga?igsh=N3Jjcmo4eWJ4ZGFm&utm_source=qr,"single:0.85;couple:0.4;family:0.3;스포츠,레크레이션교육>요가,명상;명상센터",2026-08-23 19:43:15,healing:1.0;quiet:1.0;solo:1.0,2,70
네이버 지역검색 API | 서울 성동구,역사·문화,고기가득 고궁왕비빔밥,상시,성인 (개인 방문 적합),"서울특별시 종로구 지봉로11길 4 | 좌표:1270151285,375767869",장소 문의 (전화/홈페이지 참조),서울 성동구에 위치한 고궁 관련 장소 [고기가득 고궁왕비빔밥] (음식점>한식). 전화: 정보없음,https://map.naver.com/v5/search/%EA%B3%A0%EA%B8%B0%EA%B0%80%EB%93%9D%20%EA%B3%A0%EA%B6%81%EC%99%95%EB%B9%84%EB%B9%94%EB%B0%A5,single:0.75;couple:0.4;family:0.3;음식점>한식;고궁,2026-08-23 19:43:15,culture:1.0;history:1.0;outdoor:0.6,2,70
네이버 지역검색 API | 서울 성동구,역사·문화,고궁마실창경궁한복대여,상시,성인 (개인 방문 적합),"서울특별시 종로구 창경궁로 229 한성빌딩 3층 | 좌표:1269979229,375825401",장소 문의 (전화/홈페이지 참조),"서울 성동구에 위치한 고궁 관련 장소 [고궁마실창경궁한복대여] (임대,대여>한복대여). 전화: 정보없음",https://www.instagram.com/gogungmasil/,"single:0.75;couple:0.4;family:0.3;임대,대여>한복대여;고궁",2026-08-23 19:43:15,culture:1.0;history:1.0;outdoor:0.6,2,70
네이버 지역검색 API | 서울 성동구,역사·문화,보은사,상시,성인 (개인 방문 적합),"서울특별시 성동구 독서당로39길 37 | 좌표:1270102106,375411185",장소 문의 (전화/홈페이지 참조),"서울 성동구에 위치한 사찰 관련 장소 [보은사] (불교>절,사찰). 전화: 정보없음",https://map.naver.com/v5/search/%EB%B3%B4%EC%9D%80%EC%82%AC,"single:0.7;couple:0.4;family:0.3;불교>절,사찰;사찰",2026-08-23 19:43:15,culture:1.0;history:0.9;outdoor:0.7,2,70
네이버 지역검색 API | 서울 성동구,역사·문화,관음사,상시,성인 (개인 방문 적합),"서울특별시 성동구 무학로4길 15 | 좌표:1270324750,375648332",장소 문의 (전화/홈페이지 참조),"서울 성동구에 위치한 사찰 관련 장소 [관음사] (불교>절,사찰). 전화: 정보없음",https://map.naver.com/v5/search/%EA%B4%80%EC%9D%8C%EC%82%AC,"single:0.7;couple:0.4;family:0.3;불교>절,사찰;사찰",2026-08-23 19:43:15,culture:1.0;history:0.9;outdoor:0.7,2,70
네이버 지역검색 API | 서울 성동구,역사·문화,금오정사,상시,성인 (개인 방문 적합),"서울특별시 성동구 금호로 67 | 좌표:1270257656,375493699",장소 문의 (전화/홈페이지 참조),"서울 성동구에 위치한 사찰 관련 장소 [금오정사] (불교>절,사찰). 전화: 정보없음",https://map.naver.com/v5/search/%EA%B8%88%EC%98%A4%EC%A0%95%EC%82%AC,"single:0.7;couple:0.4;family:0.3;불교>절,사찰;사찰",2026-08-23 19:43:15,culture:1.0;history:0.9;outdoor:0.7,2,70
네이버 지역검색 API | 서울 성동구,역사·문화,종궁사,상시,성인 (개인 방문 적합),"서울특별시 성동구 금호동2가 382 | 좌표:1270212779,375520898",장소 문의 (전화/홈페이지 참조),"서울 성동구에 위치한 사찰 관련 장소 [종궁사] (불교>절,사찰). 전화: 정보없음",https://map.naver.com/v5/search/%EC%A2%85%EA%B6%81%EC%82%AC,"single:0.7;couple:0.4;family:0.3;불교>절,사찰;사찰",2026-08-23 19:43:15,culture:1.0;history:0.9;outdoor:0.7,2,70
네이버 지역검색 API | 서울 성동구,역사·문화,미타사관음암,상시,성인 (개인 방문 적합),"서울특별시 성동구 독서당로40길 21 미타사 관음암 | 좌표:1270172154,375435205",장소 문의 (전화/홈페이지 참조),"서울 성동구에 위치한 사찰 관련 장소 [미타사관음암] (불교>절,사찰). 전화: 정보없음",https://map.naver.com/v5/search/%EB%AF%B8%ED%83%80%EC%82%AC%EA%B4%80%EC%9D%8C%EC%95%94,"single:0.7;couple:0.4;family:0.3;불교>절,사찰;사찰",2026-08-23 19:43:15,culture:1.0;history:0.9;outdoor:0.7,2,70
네이버 지역검색 API | 서울 성동구,자연·공원,서울숲우리강산푸르게푸르게정원,상시,성인 (개인 방문 적합),"서울특별시 성동구 | 좌표:1270404406,375434203",장소 문의 (전화/홈페이지 참조),"서울 성동구에 위치한 수목원 관련 장소 [서울숲우리강산푸르게푸르게정원] (여행,명소>식물원,수목원). 전화: 정보없음",https://map.naver.com/v5/search/%EC%84%9C%EC%9A%B8%EC%88%B2%EC%9A%B0%EB%A6%AC%EA%B0%95%EC%82%B0%ED%91%B8%EB%A5%B4%EA%B2%8C%ED%91%B8%EB%A5%B4%EA%B2%8C%EC%A0%95%EC%9B%90,"single:0.75;couple:0.4;family:0.3;여행,명소>식물원,수목원;수목원",2026-08-23 19:43:15,nature:1.0;outdoor:1.0;walk:0.8,2,70
네이버 지역검색 API | 서울 성동구,자연·공원,중랑천피크닉정원,상시,성인 (개인 방문 적합),"서울특별시 성동구 | 좌표:1270432124,375533631",장소 문의 (전화/홈페이지 참조),"서울 성동구에 위치한 수목원 관련 장소 [중랑천피크닉정원] (여행,명소>식물원,수목원). 전화: 정보없음",https://map.naver.com/v5/search/%EC%A4%91%EB%9E%91%EC%B2%9C%ED%94%BC%ED%81%AC%EB%8B%89%EC%A0%95%EC%9B%90,"single:0.75;couple:0.4;family:0.3;여행,명소>식물원,수목원;수목원",2026-08-23 19:43:15,nature:1.0;outdoor:1.0;walk:0.8,2,70
네이버 지역검색 API | 서울 서대문구,독립서점,유어마인드,상시,성인 (개인 방문 적합),"서울특별시 서대문구 연희로 122 302호 | 좌표:1269324382,375684604",장소 문의 (전화/홈페이지 참조),서울 서대문구에 위치한 독립서점 관련 장소 [유어마인드] (서점>독립서점). 전화: 정보없음,https://your-mind.com/,single:0.95;couple:0.4;family:0.3;서점>독립서점;독립서점,2026-08-23 19:43:15,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
네이버 지역검색 API | 서울 서대문구,독립서점,미스터리 유니온,상시,성인 (개인 방문 적합),"서울특별시 서대문구 이화여대길 88-11 | 좌표:1269437243,375593699",장소 문의 (전화/홈페이지 참조),서울 서대문구에 위치한 독립서점 관련 장소 [미스터리 유니온] (서점>독립서점). 전화: 정보없음,http://www.instagram.com/mysteryunionbook,single:0.95;couple:0.4;family:0.3;서점>독립서점;독립서점,2026-08-23 19:43:15,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
